Codigo,Nome,CodCurto,PVPBase,PesoBrt,Marca,Familia,NomeXtra,Gama,Familia,SubFamilia,status
375032067207,Máquina Roupa Hisense WFDJ7010,67207,312,76,HISENSE,135,,GRANDES DOMÉSTICOS,MAQUINAS LAVAR ROUPA,MLR CARGA FRONTAL,não
375032067206,Máquina Roupa Hisense WFEA6010,67206,275,65,HISENSE,135,,GRANDES DOMÉSTICOS,MAQUINAS LAVAR ROUPA,MLR CARGA FRONTAL,sim
375032067212,Máquina Roupa Hisense WFEH1014VJ,67212,519,76,HISENSE,135,,GRANDES DOMÉSTICOS,MAQUINAS LAVAR ROUPA,MLR CARGA FRONTAL,sim
375032067211,Máquina Roupa Hisense WFP9014V,67211,0,78,HISENSE,135,,GRANDES DOMÉSTICOS,MAQUINAS LAVAR ROUPA,MLR CARGA FRONTAL,sim
350032047241,Maquina Secar Beko DB 7111 PA0,47241,348,34,BEKO,135,Secador P/Condensação | 15 Programas | 7 Kg | Controlo de Humidade Eletrónico | Classe: B,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,sim
350032047220,Maquina Secar Beko DC 7130,47220,348,37,BEKO,135,Secador P/Condensação | 15 Programas | 7 Kg | Controlo de Humidade Eletrónico | Classe: B,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,não
350032047216,Maquina Secar Beko DCU 7230,47216,344,38,BEKO,135,Secador P/Condensação | 15 Programas | 7 Kg | Controlo Humidade Eletrónico | Classe B,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,não
350032047235,Maquina Secar Beko DCY 8402 XW3,47235,396,38,BEKO,135,Secador P/Condensação | 15 Programas | Display digital | 8 Kg | Controlo Humidade Eletrónico | Classe: B,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,não
350032047243,Maquina Secar Beko DH 10412 RX,47243,585,"53,5",BEKO,135,Secador P/Condensação c/Bomba Calor | 16 Programas | Display digital | 9 Kg | Controlo Humidade Eletrónico | Classe A++,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,sim
350032047237,Maquina Secar Beko DH 9433 RXO,47237,615,53,BEKO,135,Secador P/Condensação c/Bomba Calor | 16 Programas | Display digital | 9 Kg | Controlo Humidade Eletrónico | Classe A++,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,sim
350032047245,Maquina Secar Beko DHA 8512 RX,47245,559,49,BEKO,135,Secador P/Condensação c/Bomba Calor | 16 Programas | LCD Display (grande) | 8 Kg | Controlo Humidade Eletrónico | Classe A+++,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,sim
350032047239,Maquina Secar Beko DHS 7412 PA0,47239,480,53,BEKO,135,Secador P/Condensação c/Bomba Calor | 16 Programas | 7 Kg | Classe A-30,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,sim
350032047247,Maquina Secar Beko DHS 7413 PA0,47247,468,46,BEKO,135,Secador P/Condensação c/Bomba Calor | 16 Programas | 7 Kg | Classe A-30,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,sim
350032047240,Maquina Secar Beko DHS 8312 PA0,47240,479,53,BEKO,135,Secador P/Condensação c/Bomba Calor | 16 Programas | LCD Display (grande) | 8 Kg | Controlo Humidade Eletrónico | Classe A+,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,sim
350032047244,Maquina Secar Beko DHS 8412 PA0,47244,540,"43,5",BEKO,135,Secador P/Condensação c/Bomba Calor | 16 Programas | LCD Display (grande) | 8 Kg | Controlo Humidade Eletrónico | Classe A+,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,sim
350032047233,Maquina Secar Beko DPS 7205 W3,47233,481,53,BEKO,135,Secador P/Condensação c/Bomba Calor | 11 Programas | 7 Kg | Classe A-30,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,não
350032047232,Maquina Secar Beko DPS 7405 GB5,47232,546,53,BEKO,135,Secador P/Condensação c/Bomba Calor | 16 Programas | 7 Kg | Classe A-30,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,não
350032047231,Maquina Secar Beko DPY 8405 GXB2,47231,590,53,BEKO,135,Secador P/Condensação c/Bomba Calor | 16 Programas | Display digital | 8 Kg | Controlo Humidade Eletrónico | Classe A++,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,não
350032047230,Maquina Secar Beko DPY 8506 GXB1,47230,649,53,BEKO,135,Secador P/Condensação c/Bomba Calor | 16 Programas | LCD Display (grande) | 8 Kg | Controlo Humidade Eletrónico | Classe A+++,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,não
350032047242,Maquina Secar Beko DU 8112 PA0,47242,378,35,BEKO,135,Secador P/Condensação | 15 Programas | Display digital | 8 Kg | Controlo Humidade Eletrónico | Classe: B,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,sim
350032047234,Maquina Secar Beko DU 9133 PA0,47234,404,41,BEKO,135,Secador P/Condensação | 16 Programas | LCD Display | 9 Kg | Classe B,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,sim
350032047204,Maquina Secar Beko DV 7110,47204,247,33,BEKO,135,Secador P/Evacuação | 7 Kg | 8 Programas | Classe: C,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR EXAUSTÃO,sim
350032047246,Maquina Secar Beko DV 8120 N,47246,249,"31,5",BEKO,135,Secador P/Evacuação | 8 Kg | 8 Programas | Classe: C,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR EXAUSTÃO,sim
355032059402,Maquina Secar Grundig GTN 37250 M,59402,565,"43,5",GRUNDIG,135,Secador P/Condensação c/Bomba Calor | 16 Programas | Display digital | 7 Kg | Controlo Humidade Eletrónico | Classe A++,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,sim
355032059401,Maquina Secar Grundig GTN 38250 MG,59401,675,46,GRUNDIG,135,Secador P/Condensação c/Bomba Calor | 16 Programas | Display digital | 8 Kg | Controlo Humidade Eletrónico | Classe A++,GRANDES DOMÉSTICOS,MAQUINAS SECAR ROUPA,MSR POR CONDENSAÇÃO,sim
350020048327,Microondas Encast. Beko  MGB 25332 BG,48327,238,"20,5",BEKO,115,Grill Simultâneo | 25L | Eletrónico | Nicho para Encastre | Dimensões: 388 x 595 x 392 mm,GRANDES DOMÉSTICOS,ENCASTRE - MICROONDAS,MICROONDAS,não
350020048326,Microondas Encast. Beko  MGB 25333 BG,48326,282,"20,5",BEKO,115,Grill Simultâneo | 25L | Eletrónico | Nicho para Encastre | Dimensões: 388 x 595 x 392 mm,GRANDES DOMÉSTICOS,ENCASTRE - MICROONDAS,MICROONDAS,não
350020048325,Microondas Encast. Beko  MGB 25333 X,48325,290,"14,4",BEKO,115,Grill Simultâneo | 25L | Eletrónico | Nicho para Encastre | Inox | Dimensões: 388 x 595 x 392 mm,GRANDES DOMÉSTICOS,ENCASTRE - MICROONDAS,MICROONDAS,sim
355020059330,Microondas Encast. Grundig GMI 3140 B,59330,282,"20,5",GRUNDIG,115,Grill Simultâneo | 25L | Eletrónico | Nicho para Encastre | Dimensões: 388 x 595 x 392 mm,GRANDES DOMÉSTICOS,ENCASTRE - MICROONDAS,MICROONDAS,sim
375001367012,Mini Bar Hisense RR-55D4AW1,67012,115,17,HISENSE,130,,GRANDES DOMÉSTICOS,FRIGORIFICOS/COMBINADOS,FRIGORIF.1 PORTA,sim
350019048082,Pack Encast. Forno + Placa Beko BSE 21030 X,48082,332,51,BEKO,115,BIE 22000 X + HIZG 64101 SX,GRANDES DOMÉSTICOS,ENCASTRE - CONJUNTOS,FORNO + MESA,sim
350019048083,Pack Encast. Forno + Placa Beko BSE 21031 CXD,48083,370,51,BEKO,115,BIE 22000 X + HILG 64120 S,GRANDES DOMÉSTICOS,ENCASTRE - CONJUNTOS,FORNO + MESA,sim
350019048080,Pack Encast. Forno + Placa Beko BSE 22120 X,48080,370,51,BEKO,115,BIE 22101 X + HIC 63401 T,GRANDES DOMÉSTICOS,ENCASTRE - CONJUNTOS,FORNO + MESA,sim
350019048081,Pack Encast. Forno + Placa Beko BSE 22341 X,48081,490,51,BEKO,115,BIE 22300 X + HII 63400 AT,GRANDES DOMÉSTICOS,ENCASTRE - CONJUNTOS,FORNO + MESA,sim
350028048564,Placa Encast. Beko HIAG 64223 SX,48564,147,"9,9",BEKO,115,Placa 60 cm | 4 Gás Standard | Ignição Eletrónica | Inox | Válvula de Segurança,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,CONVENCIONAIS C/GÁS,sim
350028048567,Placa Encast. Beko HIAL 75225 SX,48567,272,14,BEKO,115,Placa 70 cm | 5 Gás  (4 Standard + 1 Wok) | Ignição eletrónica | Válvula Segurança | Inox,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,CONVENCIONAIS C/GÁS,não
350028048562,Placa Encast. Beko HIAW 64225 SX,48562,198,12,BEKO,115,Placa 60 cm| 4 Gás (1 Wok) | Ignição eletrónica | Válvula Segurança | Inox,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,CONVENCIONAIS C/GÁS,não
350028048566,Placa Encast. Beko HIAW 75225 SL,48566,272,14,BEKO,115,Placa 70 cm | 5 Gás  (4 Standard + 1 Wok) | Ignição eletrónica | Válvula Segurança | Inox,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,CONVENCIONAIS C/GÁS,não
350028048533,Placa Encast. Beko HIC 64402 E,48533,220,"8,6",BEKO,115,Placa 60 cm | 4 Vitrocerâmicas com 1 duo| Touch Control,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,VITROCERÂMICAS - ELÉCTRICAS,sim
350028048527,Placa Encast. Beko HIC 64403 T,48527,238,"8,9",BEKO,115,Placa 60 cm | 4 Vitrocerâmicas c/ 1 Duo + 1 Extensão | Touch Control,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,VITROCERÂMICAS - ELÉCTRICAS,sim
350028048555,Placa Encast. Beko HII 63400 AT,48555,318,12,BEKO,115,Placa 3 Indução Magnética | Touch Control ,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,DE INDUÇÃO,sim
350028048556,Placa Encast. Beko HII 63403 AT,48556,359,12,BEKO,115,Placa 3 Indução Magnética | Touch Control ,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,DE INDUÇÃO,não
350028048565,Placa Encast. Beko HII 64400 AT,48565,325,"12,7",BEKO,115,Placa 60 cm | 4 Indução Magnética | Touch Control | Timer,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,DE INDUÇÃO,sim
350028048595,Placa Encast. Beko HII 64500 FHT,48595,449,"14,4",BEKO,115,Placa 60 cm Indução com 2 Zonas Flexíveis + 2 Indução Normal | Slider Control | Timer,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,DE INDUÇÃO,sim
350028048561,Placa Encast. Beko HII 64500 FHTW,48561,517,"14,4",BEKO,115,Placa 60 cm Indução com 2 Zonas Flexíveis + 2 Indução Normal | Slider Control | Timer,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,DE INDUÇÃO,sim
350028048534,Placa Encast. Beko HII 68600 PTX,48534,564,"16,6",BEKO,115,Placa 60 cm Indução | 8 Zonas Flexíveis | Slider Control | Timer | Moldura Inox,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,DE INDUÇÃO,sim
350028048553,Placa Encast. Beko HII 74400 AT,48553,372,15,BEKO,115,Placa 70 cm | 4 Indução Magnética | Touch Control |Timer,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,DE INDUÇÃO,sim
350028048563,Placa Encast. Beko HILG 64120 S,48563,182,"13,2",BEKO,115,Placa 4 Cristal Gás | Ignição Electrónica | Válvula Segurança | Grelhas de Esmalte | Botões Cilindricos ,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,VITROCERÂMICAS C/GÁS,sim
350028048569,Placa Encast. Beko HILL 75222 SL,48569,272,"16,1",BEKO,115,Placa 70 cm | Cristal Gás | 4 Standard + 1 Wok | Ignição Electrónica | Válvula Segurança,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,VITROCERÂMICAS C/GÁS,sim
350028048568,Placa Encast. Beko HILM 64120 S,48568,235,"9,9",BEKO,115,Placa 60 cm | 2 Vitrocerâmicas + 2 Cristal Gás | Ignição Electrónica | Válvula Segurança,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,VITROCERÂMICAS C/GÁS,sim
350028048571,Placa Encast. Beko HILW 64222 S,48571,215,"13,2",BEKO,115,Placa 60 cm | 4 Cristal Gás (3 Standard + 1 Wok) | Ignição Electrónica | Válvula Segurança | Grelhas de Esmalte | Botões Cilindricos,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,VITROCERÂMICAS C/GÁS,sim
350028048529,Placa Encast. Beko HILW 75222 SL,48529,272,"16,1",BEKO,115,Placa 70 cm | Cristal Gás | 4 Standard + 1 Wok | Ignição Electrónica | Válvula Segurança,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,VITROCERÂMICAS C/GÁS,sim
350028048544,Placa Encast. Beko HIMG 64223 SX,48544,147,"9,9",BEKO,115,Placa 60 cm | 4 Gás Standard | Ignição Eletrónica | Inox | Válvula de Segurança,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,CONVENCIONAIS C/GÁS,não
350028048551,Placa Encast. Beko HISW 64222 S,48551,215,"13,2",BEKO,115,Placa 60 cm | 4 Cristal Gás (3 Standard + 1 Wok) | Ignição Electrónica | Válvula Segurança | Grelhas de Esmalte | Botões Cilindricos,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,VITROCERÂMICAS C/GÁS,não
350028048557,Placa Encast. Beko HIZG 64101 SX,48557,99,10,BEKO,115,Placa 60 cm | 4 Gás Standard | Válvula Segurança | Inox,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,CONVENCIONAIS C/GÁS,sim
350028048572,Placa Encast. Beko HIZG 64102 SXL,48572,99,"7,9",BEKO,115,Placa 60 cm | 4 Gás Standard | Válvula Segurança | Inox,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,CONVENCIONAIS C/GÁS,sim
350028048541,Placa Encast. Beko HIZG 64110 SX,48541,121,10,BEKO,115,Placa 60 cm | 4 Gás Standard | Isqueiro | Válvula Segurança | Inox,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,CONVENCIONAIS C/GÁS,sim
350028088541,Placa Encast. Beko HIZG 64110 SX (GB),88541,146,10,BEKO,115,Placa 4 Gás | Isqueiro | Inox,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,CONVENCIONAIS C/GÁS,sim
355028058591,Placa Encast. Grundig GIEI 637320 H,58591,513,"12,4",GRUNDIG,115,Placa 60 cm Indução com 2 Zonas + 1 Indução Dupla | Slider Control | Timer,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,DE INDUÇÃO,sim
350028058590,Placa Encast. Grundig GIEI 638370 HF,58590,579,"14,4",GRUNDIG,115,Placa 60 cm Indução com 2 Zonas Flexíveis + 1 Indução Dupla | Slider Control | Timer,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,DE INDUÇÃO,não
355028058590,Placa Encast. Grundig GIEI 638370 HF,58590,579,"12,6",GRUNDIG,115,Placa 60 cm Indução com 2 Zonas Flexíveis + 1 Indução Dupla | Slider Control | Timer,GRANDES DOMÉSTICOS,ENCASTRE - MESAS,DE INDUÇÃO,sim
GDP6300,Rádio CD/MP3 Grundig RCD 1445 USB,GDP6300,72,"2,14",GRUNDIG,235,"Rádio CD Mp3. Sintonizador PLL FM/AM . Potencia: 12W PMPO. 10+10 memorias. Ligações: USB 2.0, auriculares. Display LCD. Alimentação 230V ou por Pilhas. Dimensões: 24,5x14x24,5 cm. Cor: Cinza/Preto",IMAGEM E SOM,AUDIO PORTATIL,RADIOS C/CD,sim
GDP6320,Rádio CD/MP3 Grundig RCD 1445 USB Blue/Silver,GDP6320,72,"2,14",GRUNDIG,235,"Rádio CD Mp3. Sintonizador PLL FM/AM . Potencia: 12W PMPO. 10+10 memorias. Ligações: USB 2.0, auriculares. Display LCD. Alimentação 230V ou por Pilhas. Dimensões: 24,5x14x24,5 cm.",IMAGEM E SOM,AUDIO PORTATIL,RADIOS C/CD,sim
GDP6310,Rádio CD/MP3 Grundig RCD 1445 USB Pink/Silver,GDP6310,72,"2,14",GRUNDIG,235,"Rádio CD Mp3. Sintonizador PLL FM/AM . Potencia: 12W PMPO. 10+10 memorias. Ligações: USB 2.0, auriculares. Display LCD. Alimentação 230V ou por Pilhas. Dimensões: 24,5x14x24,5 cm.",IMAGEM E SOM,AUDIO PORTATIL,RADIOS C/CD,sim
GDP6330,Rádio CD/MP3 Grundig RCD 1445 USB Silver,GDP6330,72,"2,14",GRUNDIG,235,"Rádio CD Mp3. Sintonizador PLL FM/AM . Potencia: 12W PMPO. 10+10 memorias. Ligações: USB 2.0, auriculares. Display LCD. Alimentação 230V ou por Pilhas. Dimensões: 24,5x14x24,5 cm. Cor: Cinza/Preto",IMAGEM E SOM,AUDIO PORTATIL,RADIOS C/CD,sim
GRN0290,Rádio Portátil Grundig City Boy 31/ PR 3201 chrome,GRN0290,13,"0,15",GRUNDIG,235,"Rádio Portátil. Sintonizador analógico. FM/AM. Altifalante integrado.  Ligação auriculares. AFC. Antena telescópica. Auriculares estéreo incluídos. Baterias 2 x AA. Peso 170 g. Medidas: aprox. 7,2 x 12,3 x 3,4 cm. Cor: Cromado.",IMAGEM E SOM,AUDIO PORTATIL,RADIOS PORTATEIS,sim
GRR1991,Rádio Portátil Grundig Micro 61 / silver/grey,GRR1991,18,"0,08",GRUNDIG,235,"Rádio Portátil. Sintonizador analógico. FM/AM.  Ligação auriculares. Antena. Ultra Bass system.  Baterias 1 x AAA. Auriculares estéreo incluídos. Acessório para cinto. Medidas aprox. 5,9 x 9,0 x 2,8 cm.",IMAGEM E SOM,AUDIO PORTATIL,RADIOS PORTATEIS,sim
GRR2090,Rádio Portátil Grundig Mini Boy 62 / como/silver,GRR2090,28,"0,15",GRUNDIG,235,"Mini Rádio Portátil. Sintonizador PLL, FM. Altifalante integrado.  Ligação auriculares. Antena telescópica.  10 memorias rádio. Ultra Bass System. Peso aprox. 90 gr. Baterias 1 x AAA.. Medidas: 6,1x10,5x2,8 cm.",IMAGEM E SOM,AUDIO PORTATIL,RADIOS PORTATEIS,sim
GRN1550,Rádio Portátil Grundig Music 60 Brown,GRN1550,45,"0,9",GRUNDIG,235,"Rádio mesa. Sintonizador analógico. FM mono/AM/OL. Altifalante integrado . Entrada para Headphone.  Antena telescópica. Funcionamento a 230V e a pilhas  4 x LR14. Medidas: 24,7x12,7x6,2 cm. Cor: Castanho",IMAGEM E SOM,AUDIO PORTATIL,RADIOS PORTATEIS,sim
GRN1540,Rádio Portátil Grundig Music 60 Red,GRN1540,45,"0,9",GRUNDIG,235,"Rádio mesa. Sintonizador analógico. FM mono/AM/OL. Altifalante integrado . Entrada para Headphone.  Antena telescópica. Funcionamento a 230V e a pilhas  4 x LR14. Medidas: 24,7x12,7x6,2 cm. Cor: Branco",IMAGEM E SOM,AUDIO PORTATIL,RADIOS PORTATEIS,sim
GRN1510,Rádio Portátil Grundig Music 60 Silver,GRN1510,45,"0,9",GRUNDIG,235,"Rádio mesa. Sintonizador analógico. FM mono/AM/OL. Altifalante integrado . Entrada para Headphone.  Antena telescópica. Funcionamento a 230V e a pilhas  4 x LR14. Medidas: 24,7x12,7x6,2 cm. Cor: Silver.",IMAGEM E SOM,AUDIO PORTATIL,RADIOS PORTATEIS,sim
GRN1520,Rádio Portátil Grundig Music 60 White,GRN1520,45,"0,9",GRUNDIG,235,"Rádio mesa. Sintonizador analógico. FM mono/AM/OL. Altifalante integrado . Entrada para Headphone.  Antena telescópica. Funcionamento a 230V e a pilhas  4 x LR14. Medidas: 24,7x12,7x6,2 cm. Cor: Branco",IMAGEM E SOM,AUDIO PORTATIL,RADIOS PORTATEIS,sim
GRN1410,Rádio Portátil Grundig Music 61 Black,GRN1410,50,"1,14",GRUNDIG,235,"Rádio mesa. Sintonizador analógico. FM mono/AM/OL. Altifalante integrado . Entrada para Headphone.  Antena telescópica. Funcionamento a 230V e a pilhas  4 x LR14. Medidas: 24,7x12,7x6,2 cm. Cor: Branco",IMAGEM E SOM,AUDIO PORTATIL,RADIOS PORTATEIS,sim
GRN1400,Rádio Portátil Grundig Music 61 White,GRN1400,50,"1,16",GRUNDIG,235,"Rádio mesa. Sintonizador analógico. FM mono/AM/OL. Altifalante integrado . Entrada para Headphone.  Antena telescópica. Funcionamento a 230V e a pilhas  4 x LR14. Medidas: 24,7x12,7x6,2 cm. Cor: Branco",IMAGEM E SOM,AUDIO PORTATIL,RADIOS PORTATEIS,sim
GKL0320,Rádio Relógio Grundig SonoClock 230 USB White,GKL0320,80,"0,49",GRUNDIG,230,Rádio Relógio Despertador. Rádio FM RDS recepção. Sintetizador de frequências PLL. Micro SD card Slot. Porta USB. 3 estações pre definidas. Alimentação 230V e bateria de segurança 2 x 1.5 V. Diametro: 10.8 cm.  Cor: Branco/Laranja.,IMAGEM E SOM,AUDIO PORTATIL,RADIO RELOGIO,sim
GKR1600,Rádio Relógio Grundig SonoClock 660,GKR1600,41,"0,94",GRUNDIG,230,,IMAGEM E SOM,AUDIO PORTATIL,RADIO RELOGIO,sim
GKR3140,Rádio Relógio Grundig SonoClock KSC 35 Branco,GKR3140,"16,5","0,42",GRUNDIG,230,"Rádio Relógio Despertador. 1 Alarme por rádio ou sinal sonoro. Snooze 9 min. Indicador de alarme. Rádio FM/AM. Alimentação 230V e bateria de segurança. LED cor verde. Medidas: 18,5 x 4,5 x 13,0 cm. Cor: Negro.",IMAGEM E SOM,AUDIO PORTATIL,RADIO RELOGIO,sim
GCR1040,Rádio Relógio Grundig SonoClock SCC 240,GCR1040,35,"0,79",GRUNDIG,230,"Rádio Relógio Despertador. 2 Alarmes, por rádio ou sinal sonoro. Rádio FM/AM. Control automático de frequência (AFC). Alimentação 230V e bateria de segurança. Display cor âmbar. Medidas: 20 x 12 x 5.5 cm.  Cor: Prata/Titane",IMAGEM E SOM,AUDIO PORTATIL,RADIO RELOGIO,sim
GCR1030,Rádio Relógio Grundig SonoClock SCN 230,GCR1030,35,"0,79",GRUNDIG,230,"Rádio Relógio Despertador. 2 Alarmes, por rádio ou sinal sonoro. Rádio FM/AM. Control automático de frequência (AFC). Alimentação 230V e bateria de segurança. Display cor âmbar. Medidas: 20 x 12 x 5.5 cm.  Cor: Prata/Titane",IMAGEM E SOM,AUDIO PORTATIL,RADIO RELOGIO,sim
GCR1050,Rádio Relógio Grundig SonoClock SCN 340,GCR1050,33,"0,77",GRUNDIG,230,"Rádio Relógio Despertador. 2 Alarmes, por rádio ou sinal sonoro. Rádio FM/AM. Control automático de frequência (AFC). Alimentação 230V e bateria de segurança. Display cor âmbar. Medidas: 11 x 11 x 11 cm.  Cor: Prata/Titane",IMAGEM E SOM,AUDIO PORTATIL,RADIO RELOGIO,sim
